domain,equipment_type,variant,value,name,english,source
attack_tier,7,melee,91,355 |      |DEF+100 (Set Upgrade to 0 !!!),355 |      |DEF+100 (Set Upgrade to 0 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,0,110 |      |,110 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,1,120 |      | DEF+10,120 |      | DEF+10,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,2,130 | +10% |,130 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,3,140 |      |,140 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,4,150 |      | DEF+15,150 |      | DEF+15,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,5,160 | +15% |,160 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,6,170 |      |,170 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,7,170 | +15% |,170 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,8,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,9,180 |      |,180 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,10,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,11,180 | +20% |,180 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,12,190 |      |,190 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,13,230 | -25% |,230 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,14,210 | +20% |,210 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,15,240 |      |,240 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,16,250 | +10% | DEF+20,250 | +10% | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,17,270 |      |,270 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,18,290 | +10% |,290 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,19,310 |      | DEF+5,310 |      | DEF+5,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,20,340 | -25% |,340 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,8,melee,91,355 |      |DEF+100 (Set Upgrade to 0 !!!),355 |      |DEF+100 (Set Upgrade to 0 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,0,110 |      |,110 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,1,120 |      | DEF+10,120 |      | DEF+10,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,2,130 | +10% |,130 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,3,140 |      |,140 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,4,150 |      | DEF+15,150 |      | DEF+15,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,5,160 | +15% |,160 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,6,170 |      |,170 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,7,170 | +15% |,170 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,8,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,9,180 |      |,180 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,10,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,11,180 | +20% |,180 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,12,190 |      |,190 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,13,230 | -25% |,230 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,14,210 | +20% |,210 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,15,240 |      |,240 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,16,250 | +10% | DEF+20,250 | +10% | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,17,270 |      |,270 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,18,290 | +10% |,290 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,19,310 |      | DEF+5,310 |      | DEF+5,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,20,340 | -25% |,340 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,9,melee,91,355 |      |DEF+100 (Set Upgrade to 0 !!!),355 |      |DEF+100 (Set Upgrade to 0 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,0,110 |      |,110 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,1,120 |      | DEF+10,120 |      | DEF+10,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,2,130 | +10% |,130 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,3,140 |      |,140 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,4,150 |      | DEF+15,150 |      | DEF+15,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,5,160 | +15% |,160 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,6,170 |      |,170 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,7,170 | +15% |,170 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,8,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,9,180 |      |,180 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,10,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,11,180 | +20% |,180 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,12,190 |      |,190 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,13,230 | -25% |,230 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,14,210 | +20% |,210 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,15,240 |      |,240 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,16,250 | +10% | DEF+20,250 | +10% | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,17,270 |      |,270 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,18,290 | +10% |,290 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,19,310 |      | DEF+5,310 |      | DEF+5,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,20,340 | -25% |,340 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,10,melee,91,355 |      |DEF+100 (Set Upgrade to 0 !!!),355 |      |DEF+100 (Set Upgrade to 0 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,0,110 |      |        | None,110 |      |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,1,120 |      | DEF+10 | None,120 |      | DEF+10 | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,2,130 | +10% |        | R Mild,130 | +10% |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,3,140 |      |        | L Mild,140 |      |        | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,4,150 |      | DEF+15 | None,150 |      | DEF+15 | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,5,160 | +15% |        | R Mild,160 | +15% |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,6,170 |      |        | LR Mild,170 |      |        | LR Mild,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,7,170 | +15% |        | L Mild,170 | +15% |        | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,8,170 |      | DEF+20 | None,170 |      | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,9,180 |      |        | LR Mild,180 |      |        | LR Mild,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,10,170 |      | DEF+20 | None,170 |      | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,11,180 | +20% |        | L Severe,180 | +20% |        | L Severe,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,12,190 |      |        | R Mild,190 |      |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,13,230 | -25% |        | LR Severe,230 | -25% |        | LR Severe,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,14,210 | +20% |        | None,210 | +20% |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,15,240 |      |        | None,240 |      |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,16,250 | +10% | DEF+20 | None,250 | +10% | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,17,270 |      |        | R Severe,270 |      |        | R Severe,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,18,290 | +10% |        | None,290 | +10% |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,19,310 |      | DEF+5  | L Mild,310 |      | DEF+5  | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,20,340 | -25% |        | LR Severe,340 | -25% |        | LR Severe,mh4edit-mit-save-id-en-fallback
attack_tier,11,ranged,28,255 | +75% | DEF+25 | ? (Set Upgrade to 1 !!!),255 | +75% | DEF+25 | ? (Set Upgrade to 1 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,0,110 |      |        | None,110 |      |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,1,120 |      | DEF+10 | None,120 |      | DEF+10 | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,2,130 | +10% |        | R Mild,130 | +10% |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,3,140 |      |        | L Mild,140 |      |        | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,4,150 |      | DEF+15 | None,150 |      | DEF+15 | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,5,160 | +15% |        | R Mild,160 | +15% |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,6,170 |      |        | LR Mild,170 |      |        | LR Mild,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,7,170 | +15% |        | L Mild,170 | +15% |        | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,8,170 |      | DEF+20 | None,170 |      | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,9,180 |      |        | LR Mild,180 |      |        | LR Mild,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,10,170 |      | DEF+20 | None,170 |      | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,11,180 | +20% |        | L Severe,180 | +20% |        | L Severe,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,12,190 |      |        | R Mild,190 |      |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,13,230 | -25% |        | LR Severe,230 | -25% |        | LR Severe,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,14,210 | +20% |        | None,210 | +20% |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,15,240 |      |        | None,240 |      |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,16,250 | +10% | DEF+20 | None,250 | +10% | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,17,270 |      |        | R Severe,270 |      |        | R Severe,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,18,290 | +10% |        | None,290 | +10% |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,19,310 |      | DEF+5  | L Mild,310 |      | DEF+5  | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,20,340 | -25% |        | LR Severe,340 | -25% |        | LR Severe,mh4edit-mit-save-id-en-fallback
attack_tier,12,ranged,28,255 | +75% | DEF+25 | ? (Set Upgrade to 1 !!!),255 | +75% | DEF+25 | ? (Set Upgrade to 1 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,0,110 |      |,110 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,1,120 |      | DEF+10,120 |      | DEF+10,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,2,130 | +10% |,130 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,3,140 |      |,140 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,4,150 |      | DEF+15,150 |      | DEF+15,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,5,160 | +15% |,160 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,6,170 |      |,170 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,7,170 | +15% |,170 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,8,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,9,180 |      |,180 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,10,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,11,180 | +20% |,180 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,12,190 |      |,190 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,13,230 | -25% |,230 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,14,210 | +20% |,210 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,15,240 |      |,240 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,16,250 | +10% | DEF+20,250 | +10% | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,17,270 |      |,270 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,18,290 | +10% |,290 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,19,310 |      | DEF+5,310 |      | DEF+5,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,20,340 | -25% |,340 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,13,melee,91,355 |      |DEF+100 (Set Upgrade to 0 !!!),355 |      |DEF+100 (Set Upgrade to 0 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,0,110 |      |,110 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,1,120 |      | DEF+10,120 |      | DEF+10,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,2,130 | +10% |,130 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,3,140 |      |,140 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,4,150 |      | DEF+15,150 |      | DEF+15,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,5,160 | +15% |,160 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,6,170 |      |,170 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,7,170 | +15% |,170 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,8,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,9,180 |      |,180 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,10,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,11,180 | +20% |,180 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,12,190 |      |,190 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,13,230 | -25% |,230 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,14,210 | +20% |,210 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,15,240 |      |,240 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,16,250 | +10% | DEF+20,250 | +10% | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,17,270 |      |,270 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,18,290 | +10% |,290 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,19,310 |      | DEF+5,310 |      | DEF+5,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,20,340 | -25% |,340 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,14,melee,91,355 |      |DEF+100 (Set Upgrade to 0 !!!),355 |      |DEF+100 (Set Upgrade to 0 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,0,110 |      |,110 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,1,120 |      | DEF+10,120 |      | DEF+10,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,2,130 | +10% |,130 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,3,140 |      |,140 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,4,150 |      | DEF+15,150 |      | DEF+15,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,5,160 | +15% |,160 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,6,170 |      |,170 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,7,170 | +15% |,170 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,8,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,9,180 |      |,180 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,10,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,11,180 | +20% |,180 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,12,190 |      |,190 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,13,230 | -25% |,230 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,14,210 | +20% |,210 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,15,240 |      |,240 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,16,250 | +10% | DEF+20,250 | +10% | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,17,270 |      |,270 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,18,290 | +10% |,290 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,19,310 |      | DEF+5,310 |      | DEF+5,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,20,340 | -25% |,340 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,15,melee,91,355 |      |DEF+100 (Set Upgrade to 0 !!!),355 |      |DEF+100 (Set Upgrade to 0 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,0,110 |      |        | None,110 |      |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,1,120 |      | DEF+10 | None,120 |      | DEF+10 | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,2,130 | +10% |        | R Mild,130 | +10% |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,3,140 |      |        | L Mild,140 |      |        | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,4,150 |      | DEF+15 | None,150 |      | DEF+15 | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,5,160 | +15% |        | R Mild,160 | +15% |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,6,170 |      |        | LR Mild,170 |      |        | LR Mild,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,7,170 | +15% |        | L Mild,170 | +15% |        | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,8,170 |      | DEF+20 | None,170 |      | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,9,180 |      |        | LR Mild,180 |      |        | LR Mild,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,10,170 |      | DEF+20 | None,170 |      | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,11,180 | +20% |        | L Severe,180 | +20% |        | L Severe,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,12,190 |      |        | R Mild,190 |      |        | R Mild,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,13,230 | -25% |        | LR Severe,230 | -25% |        | LR Severe,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,14,210 | +20% |        | None,210 | +20% |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,15,240 |      |        | None,240 |      |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,16,250 | +10% | DEF+20 | None,250 | +10% | DEF+20 | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,17,270 |      |        | R Severe,270 |      |        | R Severe,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,18,290 | +10% |        | None,290 | +10% |        | None,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,19,310 |      | DEF+5  | L Mild,310 |      | DEF+5  | L Mild,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,20,340 | -25% |        | LR Severe,340 | -25% |        | LR Severe,mh4edit-mit-save-id-en-fallback
attack_tier,16,ranged,28,255 | +75% | DEF+25 | ? (Set Upgrade to 1 !!!),255 | +75% | DEF+25 | ? (Set Upgrade to 1 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,0,110 |      |,110 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,1,120 |      | DEF+10,120 |      | DEF+10,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,2,130 | +10% |,130 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,3,140 |      |,140 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,4,150 |      | DEF+15,150 |      | DEF+15,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,5,160 | +15% |,160 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,6,170 |      |,170 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,7,170 | +15% |,170 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,8,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,9,180 |      |,180 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,10,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,11,180 | +20% |,180 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,12,190 |      |,190 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,13,230 | -25% |,230 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,14,210 | +20% |,210 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,15,240 |      |,240 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,16,250 | +10% | DEF+20,250 | +10% | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,17,270 |      |,270 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,18,290 | +10% |,290 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,19,310 |      | DEF+5,310 |      | DEF+5,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,20,340 | -25% |,340 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,17,melee,91,355 |      |DEF+100 (Set Upgrade to 0 !!!),355 |      |DEF+100 (Set Upgrade to 0 !!!),mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,0,110 |      |,110 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,1,120 |      | DEF+10,120 |      | DEF+10,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,2,130 | +10% |,130 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,3,140 |      |,140 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,4,150 |      | DEF+15,150 |      | DEF+15,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,5,160 | +15% |,160 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,6,170 |      |,170 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,7,170 | +15% |,170 | +15% |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,8,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,9,180 |      |,180 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,10,170 |      | DEF+20,170 |      | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,11,180 | +20% |,180 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,12,190 |      |,190 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,13,230 | -25% |,230 | -25% |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,14,210 | +20% |,210 | +20% |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,15,240 |      |,240 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,16,250 | +10% | DEF+20,250 | +10% | DEF+20,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,17,270 |      |,270 |      |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,18,290 | +10% |,290 | +10% |,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,19,310 |      | DEF+5,310 |      | DEF+5,mh4edit-mit-save-id-en-fallback
attack_tier,18,melee,20,340 | -25% |,340 | -25% |,mh4edit-mit-save-id-en-fallback
